"David Lopez",60
"Pepe",30
"Monte",0
"ADRIAN",0
"Deiv","Sanabria",0,multi
"Deiv",0,single
"Deiv",0,single
"Pepe",360,single
"pepe",10,single
"Jugador",10,single
"Jugador1","Jugador2",0,multi
"Jugador1","Jugador2",0,multi
